1.0917,-0.05
1.0944,-0.06
1.0972,-0.03
1.1,-0.025
1.1028,-0.015
1.1056,-0.015
1.1083,-0.015
1.1111,-0.015
1.1139,-0.02
1.1167,-0.02
1.1194,-0.03
1.1222,-0.03
1.125,-0.035
1.1278,-0.04
1.1306,-0.025
1.1333,-0.025
1.1361,-0.02
1.1389,0.01
1.1417,-0.005
1.1444,0.01
1.1472,0.005
1.15,-0.01
1.1528,-0.02
1.1556,-0.025
1.1583,-0.025
1.1611,-0.03
1.1639,-0.03
1.1667,-0.03
1.1694,-0.015
1.1722,0
1.175,0.005
1.1778,0
1.1806,0.01
1.1833,0.005
1.1861,-0.01
1.1889,-0.005
1.1917,-0.005
1.1944,-0.01
1.1972,-0.01
1.2,-0.01
1.2028,0
1.2056,0.02
1.2083,0.035
1.2111,0.01
1.2139,0.01
1.2167,0.01
1.2194,0.005
1.2222,-0.015
1.225,-0.01
1.2278,-0.01
1.2306,-0.02
1.2333,-0.005
1.2361,0.02
1.2389,0.01
1.2417,0.03
1.2444,0.03
1.2472,0.015
1.25,-0.005
1.2528,0.005
1.2556,-0.02
1.2583,-0.03
1.2611,-0.025
1.2639,-0.015
1.2667,-0.01
1.2694,0.015
1.2722,0.015
1.275,0.03
1.2778,0.04
1.2806,0.055
1.2833,0.04
1.2861,0.04
1.2889,0.04
1.2917,0.055
1.2944,0.055
1.2972,0.085
1.3,0.1
1.3028,0.115
1.3056,0.105
1.3083,0.115
1.3111,0.105
1.3139,0.13
1.3167,0.155
1.3194,0.175
1.3222,0.19
1.325,0.215
1.3278,0.215
1.3306,0.23
1.3333,0.22
1.3361,0.22
1.3389,0.22
1.3417,0.195
1.3444,0.18
1.3472,0.18
1.35,0.17
1.3528,0.165
1.3556,0.16
1.3583,0.14
1.3611,0.14
1.3639,0.12
1.3667,0.09
1.3694,0.075
1.3722,0.05
1.375,0.045
1.3778,0.015
1.3806,0.015
1.3833,0.005
1.3861,-0.02
1.3889,-0.03
1.3917,-0.055
1.3944,-0.06
1.3972,-0.06
1.4,-0.045
1.4028,-0.035
1.4056,-0.04
1.4083,-0.025
1.4111,-0.025
1.4139,-0.02
1.4167,-0.035
1.4194,-0.04
1.4222,-0.07
1.425,-0.065
1.4278,-0.07
1.4306,-0.07
1.4333,-0.06
1.4361,-0.045
1.4389,-0.035
1.4417,-0.04
1.4444,-0.05
1.4472,-0.02
1.45,-0.02
1.4528,-0.045
1.4556,-0.02
1.4583,-0.05
1.4611,-0.035
1.4639,-0.045
1.4667,-0.02
1.4694,-0.005
1.4722,-0.005
1.475,0.025
1.4778,0.015
1.4806,0.02
1.4833,0.02
1.4861,0.01
1.4889,0.01
1.4917,0.005
1.4944,0.005
1.4972,0.01
1.5,0.025
1.5028,0.08
1.5056,0.18
1.5083,0.335
1.5111,0.57
1.5139,0.84
1.5167,1.1
1.5194,1.37
1.5222,1.65
1.525,1.895
1.5278,2.1
1.5306,2.13
1.5333,1.97
1.5361,1.63
1.5389,1.155
1.5417,0.585
1.5444,-0.005
1.5472,-0.455
1.55,-0.73
1.5528,-0.805
1.5556,-0.74
1.5583,-0.585
1.5611,-0.43
1.5639,-0.315
1.5667,-0.235
1.5694,-0.19
1.5722,-0.145
1.575,-0.1
1.5778,-0.07
1.5806,-0.035
1.5833,0.015
1.5861,0.015
1.5889,-0.01
1.5917,-0.025
1.5944,-0.025
1.5972,-0.035
1.6,-0.035
1.6028,-0.02
1.6056,-0.01
1.6083,0.015
1.6111,0.015
1.6139,0.015
1.6167,0.01
1.6194,0.005
1.6222,-0.005
1.625,-0.03
1.6278,-0.02
1.6306,-0.02
1.6333,-0.015
1.6361,-0.005
1.6389,-0.005
1.6417,-0.005
1.6444,0.005
1.6472,0.005
1.65,-0.005
1.6528,-0.02
1.6556,-0.025
1.6583,-0.03
1.6611,-0.03
1.6639,-0.015
1.6667,0
1.6694,0.02
1.6722,0.01
1.675,0.015
1.6778,0.005
1.6806,0.015
1.6833,0.015
1.6861,-0.005
1.6889,-0.005
1.6917,-0.02
1.6944,-0.025
1.6972,-0.015
1.7,-0.015
1.7028,0
1.7056,0
1.7083,0
1.7111,0.015
1.7139,0.035
1.7167,0.015
1.7194,0.005
1.7222,0.005
1.725,0.015
1.7278,0.015
1.7306,0.015
1.7333,0.025
1.7361,0.04
1.7389,0.05
1.7417,0.06
1.7444,0.06
1.7472,0.065
1.75,0.06
1.7528,0.07
1.7556,0.065
1.7583,0.07
1.7611,0.08
1.7639,0.085
1.7667,0.115
1.7694,0.105
1.7722,0.12
1.775,0.135
1.7778,0.13
1.7806,0.165
1.7833,0.18
1.7861,0.18
1.7889,0.17
1.7917,0.185
1.7944,0.16
1.7972,0.195
1.8,0.205
1.8028,0.245
1.8056,0.275
1.8083,0.29
1.8111,0.305
1.8139,0.325
1.8167,0.325
1.8194,0.32
1.8222,0.325
1.825,0.32
1.8278,0.345
1.8306,0.36
1.8333,0.37
1.8361,0.39
1.8389,0.41
1.8417,0.425
1.8444,0.43
1.8472,0.43
1.85,0.415
1.8528,0.405
1.8556,0.395
1.8583,0.365
1.8611,0.355
1.8639,0.35
1.8667,0.35
1.8694,0.35
1.8722,0.33
1.875,0.32
1.8778,0.29
1.8806,0.295
1.8833,0.265
1.8861,0.235
1.8889,0.205
1.8917,0.18
1.8944,0.175
1.8972,0.155
1.9,0.15
1.9028,0.14
1.9056,0.13
1.9083,0.12
1.9111,0.125
1.9139,0.12
1.9167,0.085
1.9194,0.075
1.9222,0.055
1.925,0.055
1.9278,0.025
1.9306,0.03
1.9333,0.02
1.9361,0.035
1.9389,0.065
1.9417,0.07
1.9444,0.065
1.9472,0.06
1.95,0.055
1.9528,0.055
1.9556,0.035
1.9583,0.015
1.9611,0.01
1.9639,0.02
1.9667,0.025
1.9694,0.04
1.9722,0.04
1.975,0.055
1.9778,0.055
1.9806,0.055
1.9833,0.055
1.9861,0.04
1.9889,0.03
1.9917,0.03
1.9944,0.02
1.9972,0.03
2,0.035
2.0028,0.055
2.0056,0.06
2.0083,0.075
2.0111,0.075
2.0139,0.075
2.0167,0.065
2.0194,0.05
2.0222,0.045
2.025,0.035
2.0278,0.045
2.0306,0.045
2.0333,0.045
2.0361,0.05
2.0389,0.075
2.0417,0.08
2.0444,0.1
2.0472,0.08
2.05,0.075
2.0528,0.075
2.0556,0.07
2.0583,0.07
2.0611,0.06
2.0639,0.08
2.0667,0.095
2.0694,0.1
2.0722,0.085
2.075,0.1
2.0778,0.11
2.0806,0.115
2.0833,0.1
2.0861,0.095
2.0889,0.1
2.0917,0.095
2.0944,0.08
2.0972,0.075
2.1,0.075
2.1028,0.085
2.1056,0.095
2.1083,0.105
2.1111,0.1
2.1139,0.105
2.1167,0.105
2.1194,0.1
2.1222,0.085
2.125,0.08
2.1278,0.065
2.1306,0.06
2.1333,0.055
2.1361,0.065
2.1389,0.08
2.1417,0.08
2.1444,0.075
2.1472,0.08
2.15,0.07
2.1528,0.065
2.1556,0.04
2.1583,0.04
2.1611,0.035
2.1639,0.055
2.1667,0.04
2.1694,0.05
2.1722,0.05
2.175,0.045
2.1778,0.05
2.1806,0.06
2.1833,0.05
2.1861,0.03
2.1889,0.03
2.1917,0.02
2.1944,0.02
2.1972,0.02
2.2,0.03
2.2028,0.035
2.2056,0.025
2.2083,0.035
2.2111,0.025
2.2139,0.035
2.2167,0.025
2.2194,0.02
2.2222,0.01
2.225,0
2.2278,-0.015
2.2306,-0.01
2.2333,0.005
2.2361,0.025
2.2389,0.025
2.2417,0.035
2.2444,0.04
2.2472,0.03
2.25,0.025
2.2528,0.03
2.2556,-0.005
2.2583,0.005
2.2611,-0.005
2.2639,0
2.2667,0.005
2.2694,0.03
2.2722,0.02
2.275,0.035
2.2778,0.035
2.2806,0.035
2.2833,0.025
2.2861,0.01
2.2889,-0.005
2.2917,-0.01
2.2944,-0.015
2.2972,-0.015
2.3,-0.015
2.3028,0.015
2.3056,0.03
2.3083,0.02
2.3111,0.02
2.3139,0.035
2.3167,0.01
2.3194,0.015
2.3222,0
